row,column,scene,elevation,som,moisture,temp,B01,B02,B03,B04,B05,B06,B07,B08,B8A,B09,B11,B12
20.0,32.0,1.0,438.98,2.51,40.873333333333335,64.81666666666666,1864.0,2171.0,2554.0,3124.0,3424.0,3488.0,3680.0,3826.0,3968.0,3712.0,5312.0,4224.0
20.0,33.0,1.0,437.72999999999996,2.452,40.62,62.928,1869.3333333333333,2149.866666666667,2557.2,3123.4666666666667,3509.3333333333335,3637.3333333333335,3765.3333333333335,3823.5333333333333,3968.0,3712.0,5397.333333333333,4224.0
21.0,30.0,1.0,442.91,2.450714285714286,42.635714285714286,63.471428571428575,1864.0,2155.8571428571427,2565.8571428571427,3113.4285714285716,3424.0,3552.0,3680.0,3787.4285714285716,3968.0,3712.0,5312.0,4224.0
21.0,31.0,1.0,442.3981818181818,2.4131818181818185,41.00121212121212,63.23393939393939,1888.7272727272727,2191.4242424242425,2607.5757575757575,3190.878787878788,3522.909090909091,3617.939393939394,3747.878787878788,3893.121212121212,3968.0,3968.0,5424.484848484848,4224.0
21.0,32.0,1.0,440.5450769230769,2.432153846153846,39.305692307692304,62.18492307692308,1903.3846153846155,2209.523076923077,2631.9076923076923,3242.507692307692,3522.4615384615386,3638.646153846154,3783.3846153846152,3950.8,4097.969230769231,4224.0,5481.3538461538465,4224.0
21.0,33.0,1.0,436.1737037037037,2.326111111111111,36.46074074074074,63.20049382716049,1930.3703703703704,2153.395061728395,2555.8395061728397,3160.938271604938,3461.135802469136,3570.962962962963,3725.8271604938273,3870.1975308641977,4031.2098765432097,3968.0,5397.333333333333,4154.469135802469
21.0,34.0,1.0,429.9390909090909,2.552840909090909,37.234545454545454,63.42113636363637,1997.8181818181818,2240.818181818182,2670.590909090909,3293.7954545454545,3601.4545454545455,3685.818181818182,3851.6363636363635,3978.659090909091,4113.454545454545,4224.0,5504.0,4369.454545454545
21.0,35.0,1.0,428.60999999999996,2.875,35.65,63.983333333333334,2000.0,2500.6666666666665,2990.266666666667,3681.5333333333333,4032.0,4136.533333333334,4305.066666666667,4502.533333333334,4565.333333333333,4224.0,5851.733333333334,4689.066666666667
22.0,28.0,1.0,442.59,2.2713636363636365,43.79090909090909,63.10181818181818,1877.090909090909,2225.3636363636365,2625.909090909091,3238.818181818182,3476.3636363636365,3592.7272727272725,3668.3636363636365,3901.909090909091,3968.0,3712.0,5416.727272727273,4224.0
22.0,29.0,1.0,442.67205128205126,2.3235897435897437,42.57128205128205,62.79153846153846,1920.6153846153845,2237.025641025641,2631.8205128205127,3249.6666666666665,3537.230769230769,3630.769230769231,3778.4615384615386,3931.5641025641025,4046.769230769231,3968.0,5479.384615384615,4224.0
22.0,30.0,1.0,442.86803278688524,2.6287704918032784,40.05213114754098,62.98016393442623,1910.4262295081967,2185.344262295082,2595.8032786885246,3193.2622950819673,3460.72131147541,3565.6393442622953,3686.2950819672133,3859.901639344262,4001.5737704918033,3968.0,5452.5901639344265,4224.0
22.0,31.0,1.0,441.9974603174603,2.550873015873016,39.3315873015873,62.885238095238094,1940.1904761904761,2270.9206349206347,2696.8888888888887,3329.4285714285716,3612.9523809523807,3731.809523809524,3868.9523809523807,4031.7936507936506,4175.238095238095,4224.0,5549.714285714285,4224.0
