elevation,som,moisture,temp,B01,B02,B03,B04,B05,B06,B07,B08,B8A,B09,B11,B12
0.8469514554081741,0.5207239819004523,0.8305593333765087,0.2780399184022715,0.4108761329305137,0.3335473915252125,0.304405848005437,0.31684378894999377,0.2962962962962963,0.2422222222222219,0.31619363095686204,0.3309393870096482,0.25,0.25,0.4848484848484844,0.3550295857988175
0.8011559603178604,0.47663348416289586,0.8174341040088078,0.21655950247707367,0.42799597180261895,0.29168570293621876,0.30932714202795,0.3161902854598111,0.39506172839506126,0.40296296296296275,0.40954603628698383,0.32857634360752463,0.25,0.25,0.5656565656565649,0.3550295857988175
0.9909324919721172,0.47565610859728524,0.9218684948236144,0.23424934430397015,0.4108761329305137,0.3035518598188123,0.3226409999638551,0.3038904161981537,0.2962962962962963,0.3111111111111109,0.31619363095686204,0.2939883222274129,0.25,0.25,0.4848484848484844,0.3550295857988175
0.9721813183460455,0.44712464006581687,0.8371847482008743,0.22651852887345414,0.49024993133754524,0.3740044866054859,0.38680024035205474,0.3987916413837316,0.41077441077441046,0.3820875420875418,0.3904512261058226,0.395240875163247,0.25,0.5,0.5913682277318637,0.3550295857988175
0.9042902334455576,0.46154681517577445,0.7493396701090504,0.19237065057351654,0.5372995584475966,0.40985532762822796,0.4242204293996945,0.46205352120612764,0.41025641025641013,0.40437606837606843,0.4292936604914317,0.4504966099495049,0.37692307692307736,0.75,0.6452214452214458,0.3550295857988175
0.7441388728009741,0.3809351432880843,0.6019423996238971,0.22542979924598128,0.6239230166722622,0.29867487842326934,0.3072348326094292,0.3621049566034058,0.3392775491540925,0.3315226337448558,0.3663273301156309,0.3732802047253698,0.3117283950617282,0.5,0.5656565656565649,0.25860179706333586
0.5157251291004208,0.5532908268202386,0.6420333115495347,0.2326122180140684,0.840428453721505,0.47184582930703556,0.4837115180018241,0.5248973930049736,0.5016835016835013,0.4551515151515151,0.5039592644049469,0.4771853562854016,0.39204545454545414,0.75,0.6666666666666661,0.5567509413663263
0.46703202813893974,0.7981900452488686,0.5599378278608897,0.25091301409358935,0.8474320241691853,0.9865633223535326,0.9753422664080338,1.0,0.9999999999999996,0.9402962962962969,1.0,0.9790519395703678,0.833333333333333,0.75,0.9959595959595964,1.0000000000000009
0.979208845228996,0.3393171534348005,0.9817192715968703,0.222217681499423,0.4528975556165893,0.4412328938605379,0.4149951540227024,0.45753269373994954,0.35690235690235683,0.3549494949494947,0.30346375750275545,0.40365958015852677,0.25,0.25,0.5840220385674932,0.3550295857988175
0.9822149084964629,0.379018447615733,0.9185302532883646,0.2121173675622796,0.5926098071113168,0.4643334241831365,0.42408635568433706,0.47082554882435224,0.42735042735042716,0.3958974358974361,0.4239079447993097,0.43206880163066064,0.3269230769230771,0.5,0.6433566433566433,0.3550295857988175
