elevation,som,moisture,temp,B01,B02,B03,B04,B05,B06,B07,B08,B8A,B09,B11,B12
0.8018257619321449,0.4563106796116503,0.8870888561610211,0.33735638853429273,0.39024390243902474,0.4566410537870471,0.4853635505193581,0.48755490483162545,0.46341463414634143,0.3846153846153846,0.35897435897435903,0.40840220385674897,0.2941176470588234,0.25,0.6923076923076925,0.6400000000000001
0.837406555491663,0.49838187702265335,0.8403970981290569,0.394607558701791,0.39024390243902474,0.39407244785949525,0.39471199244570343,0.37994143484626663,0.41463414634146334,0.28205128205128194,0.3076923076923075,0.33333333333333304,0.2941176470588234,0.25,0.6153846153846154,0.6400000000000001
0.8160580793559529,0.4873786407766987,0.8459826542300768,0.3801090866891028,0.39024390243902474,0.34796926454445654,0.37582625118035873,0.3367496339677891,0.46341463414634143,0.3846153846153846,0.35897435897435903,0.2961432506887052,0.2941176470588234,0.25,0.6923076923076925,0.6400000000000001
0.7870902817711318,0.4449838187702264,0.8132875143184424,0.3279563653243589,0.39024390243902474,0.36004390779363327,0.3881019830028327,0.36896046852122977,0.46341463414634143,0.3846153846153846,0.35897435897435903,0.30303030303030276,0.2941176470588234,0.25,0.6923076923076925,0.6400000000000001
0.7713484761357101,0.4478964401294496,0.822287677957781,0.3423697342462575,0.43902439024390194,0.38529088913282106,0.4098205854579793,0.409224011713031,0.5121951219512195,0.4358974358974357,0.41025641025641013,0.3746556473829199,0.2941176470588234,0.25,0.6153846153846154,0.6400000000000001
0.8874532777458306,0.3834951456310678,0.8334151530027818,0.39068121155854696,0.43902439024390194,0.38968166849615793,0.429650613786591,0.4136163982430454,0.41463414634146334,0.3333333333333335,0.3076923076923075,0.3539944903581267,0.2941176470588234,0.75,0.6923076923076925,0.6400000000000001
0.8666978148361135,0.4509169363538297,0.8197785414280261,0.3939886271324129,0.48780487804878003,0.3874862788144897,0.38904627006610015,0.396778916544656,0.46341463414634143,0.3333333333333335,0.35897435897435903,0.34228650137741035,0.2941176470588234,0.75,0.6923076923076925,0.6400000000000001
0.8489074180563545,0.5070118662351668,0.8172694048982707,0.39561332250203085,0.48780487804878003,0.39626783754116346,0.40793201133144485,0.4099560761347001,0.46341463414634143,0.3333333333333335,0.35897435897435903,0.3794765840220382,0.2941176470588234,0.75,0.6923076923076925,0.6400000000000001
0.7642323174238079,0.3423948220064723,0.7337260677466864,0.33958454218405487,0.5365853658536581,0.21624588364434683,0.2644003777148254,0.2759882869692536,0.36585365853658525,0.23076923076923084,0.2564102564102564,0.24380165289256173,0.2941176470588234,0.5,0.6153846153846154,0.6400000000000001
0.47189476710753375,0.7346278317152102,0.6481754213712978,0.4482998723453637,0.8048780487804876,0.8133918770581778,0.9216241737488198,0.8872620790629577,0.975609756097561,0.8974358974358974,0.8974358974358974,0.940771349862259,0.9999999999999996,0.75,0.9807692307692308,1.0
0.919709603220241,0.43689320388349495,0.8396334478808707,0.38215156086805124,0.39024390243902474,0.3973655323819978,0.40037771482530715,0.41068814055636915,0.46341463414634143,0.3333333333333335,0.3076923076923075,0.3477961432506884,0.2941176470588234,0.75,0.6923076923076925,0.6400000000000001
0.9102213916043702,0.40517799352750794,0.8216331206021927,0.3803411860276198,0.43902439024390194,0.43798024149286485,0.4362606232294617,0.4158125915080526,0.41463414634146334,0.3333333333333335,0.3076923076923075,0.34090909090909083,0.2941176470588234,0.75,0.6923076923076925,0.6400000000000001
0.8963484761357101,0.4174757281553394,0.8782523318605793,0.3792503191365906,0.43902439024390194,0.4248079034028538,0.43248347497639283,0.44216691068814074,0.41463414634146334,0.3333333333333335,0.3076923076923075,0.36914600550964183,0.2941176470588234,0.75,0.6923076923076925,0.6400000000000001
0.8231742380678551,0.6336569579288027,0.6636884306987401,0.2154578159452245,0.48780487804878003,0.341383095499451,0.4069877242681774,0.3806734992679357,0.41463414634146334,0.3333333333333335,0.3076923076923075,0.3622589531680438,0.2941176470588234,0.5,0.6923076923076925,0.6400000000000001
0.76780237684493,0.40057533261416745,0.7277041400752742,0.31886580789911423,0.5365853658536581,0.24807903402854015,0.2662889518413598,0.2686676427525625,0.36585365853658525,0.23076923076923084,0.2564102564102564,0.22933884297520635,0.2941176470588234,0.5,0.6153846153846154,0.6400000000000001
0.5011860264519843,0.7346278317152102,0.6727213222058583,0.342694673320181,0.7804878048780486,0.6454445664105379,0.7025495750708215,0.7232796486090778,0.7560975609756095,0.641025641025641,0.6666666666666665,0.7024793388429749,0.7647058823529407,0.75,0.9230769230769229,0.96
0.48348548016101134,0.7346278317152102,0.6727213222058583,0.3490193802947661,0.8048780487804876,0.8562019758507136,0.8555240793201135,0.8674963396778916,0.975609756097561,0.8974358974358974,0.8974358974358974,0.8767217630853992,0.9999999999999996,0.75,0.9807692307692308,1.0
0.9513369752731453,0.3441208198489749,0.8019963999345445,0.3819194615295345,0.43902439024390194,0.3863885839736554,0.4353163361661947,0.39458272327964883,0.46341463414634143,0.3846153846153846,0.35897435897435903,0.36294765840220355,0.2941176470588234,0.5,0.6923076923076925,0.6400000000000001
0.9363139735480175,0.3540453074433654,0.8400261822942237,0.38484391319484734,0.48780487804878003,0.3666300768386388,0.4353163361661947,0.42532942898975135,0.46341463414634143,0.3846153846153846,0.35897435897435903,0.3725895316804406,0.2941176470588234,0.75,0.6923076923076925,0.6400000000000001
0.9315698677400821,0.3980582524271843,0.863524791359843,0.375188580712545,0.48780487804878003,0.4083424807903402,0.4475920679886687,0.4480234260614937,0.46341463414634143,0.3846153846153846,0.35897435897435903,0.37878787878787845,0.2941176470588234,0.75,0.6923076923076925,0.6400000000000001
0.8726279470960314,0.54126213592233,0.7502045491736213,0.20871533016130894,0.5365853658536581,0.44785949506037337,0.46553352219074595,0.4707174231332356,0.5121951219512195,0.4358974358974357,0.41025641025641013,0.4421487603305785,0.5294117647058822,0.75,0.6923076923076925,0.6400000000000001
