elevation,som,moisture,temp,B01,B02,B03,B04,B05,B06,B07,B08,B8A,B09,B11,B12
0.8469514554081741,0.5207239819004523,0.8305593333765087,0.2780399184022715,0.5448005232177895,0.5875087905897829,0.596101684223806,0.6373684047301538,0.6184210526315789,0.6316200898964237,0.6456953642384107,0.6762907125586688,0.6308052121617106,0.6136363636363636,0.7642276422764229,0.734870317002882
0.8469514554081741,0.5207239819004523,0.8305593333765087,0.2780399184022715,0.5781556572923483,0.5929668284251812,0.5273449820223302,0.5336308962911187,0.5263157894736842,0.517295290209107,0.5339403973509935,0.5358412743564216,0.5330771800868693,0.5681818181818182,0.7317073170731709,0.69164265129683
0.8469514554081741,0.5207239819004523,0.8305593333765087,0.2780399184022715,0.0,0.026240566516337216,0.0,0.015873735337549433,0.0,0.02188782489740082,0.0,0.0,0.02271967925158702,0.0,0.0,0.0
0.8011559603178604,0.47663348416289586,0.8174341040088078,0.21655950247707367,0.5744495312840638,0.6827818732498998,0.6674656742151852,0.7266229785081935,0.7236842105263158,0.7163051267018434,0.7284768211920531,0.77276821694401,0.7321528009800645,0.6590909090909091,0.8184281842818428,0.792507204610951
0.8011559603178604,0.47663348416289586,0.8174341040088078,0.21655950247707367,0.6226291693917596,0.6785367327112568,0.6236043651043965,0.6374304301462608,0.6315789473684211,0.6104488306950688,0.625,0.6365855971175272,0.6054683149571222,0.6136363636363636,0.7642276422764229,0.7780979827089337
0.8011559603178604,0.47663348416289586,0.8174341040088078,0.21655950247707367,0.044473512099411305,0.08142739351869666,0.07237326268424471,0.050173790444746014,0.07017543859649134,0.07269884698065276,0.06622516556291391,0.0526952069406913,0.03719790622563757,0.09090909090909094,0.06504065040650403,0.014409221902017322
0.8469514554081741,0.5207239819004523,0.8305593333765087,0.2780399184022715,0.744931327665141,0.6939405283800473,0.7146912256355262,0.740640722548386,0.7499999999999999,0.7205393785421146,0.7574503311258278,0.7516711705305079,0.7393919144670899,0.7272727272727272,0.8617886178861791,0.8429394812680117
0.8469514554081741,0.5207239819004523,0.8305593333765087,0.2780399184022715,0.1890124264224986,0.25456848263049436,0.30845896675708073,0.22009241786999956,0.3026315789473685,0.517295290209107,0.5339403973509935,0.5322855923766179,0.5005011693952556,0.5454545454545455,0.5365853658536586,0.46469740634005763
0.8011559603178604,0.47663348416289586,0.8174341040088078,0.21655950247707367,0.7523435796817095,0.6747161062264784,0.7167097710212575,0.7403926208839577,0.7850877192982454,0.7798189043059085,0.790562913907285,0.7507941023088227,0.7393919144670899,0.7272727272727272,0.883468834688347,0.8429394812680117
0.8011559603178604,0.47663348416289586,0.8174341040088078,0.21655950247707367,0.2334859385219099,0.3046611409864819,0.33848482936983526,0.26760388660799694,0.35526315789473684,0.5850433196534428,0.625,0.6152040961456406,0.5728923042655084,0.6363636363636364,0.5582655826558267,0.5079250720461096
0.9909324919721172,0.47565610859728524,0.9218684948236144,0.23424934430397015,0.5003270111183782,0.4964115400513516,0.47012282488217627,0.5295770923098368,0.5394736842105262,0.52999804572992,0.5463576158940397,0.5646422983928319,0.5439358503174073,0.5681818181818182,0.7317073170731709,0.69164265129683
