row,column,scene,elevation,som,moisture,temp,B01,B02,B03,B04,B05,B06,B07,B08,B8A,B09,B11,B12
21.0,30.0,1.0,442.91,2.450714285714286,42.635714285714286,63.471428571428575,1864.0,2155.8571428571427,2565.8571428571427,3113.4285714285716,3424.0,3552.0,3680.0,3787.4285714285716,3968.0,3712.0,5312.0,4224.0
21.0,30.0,5.0,442.91,2.450714285714286,42.635714285714286,63.471428571428575,1480.0,1657.7142857142858,1815.2857142857142,1993.2857142857142,2336.0,2784.0,2912.0,2928.0,3008.0,2944.0,4032.0,3104.0
21.0,31.0,1.0,442.3981818181818,2.4131818181818185,41.00121212121212,63.23393939393939,1888.7272727272727,2191.4242424242425,2607.5757575757575,3190.878787878788,3522.909090909091,3617.939393939394,3747.878787878788,3893.121212121212,3968.0,3968.0,5424.484848484848,4224.0
21.0,31.0,5.0,442.3981818181818,2.4131818181818185,41.00121212121212,63.23393939393939,1489.6969696969697,1658.5757575757575,1838.5151515151515,2011.7272727272727,2272.0,2710.3030303030305,2904.242424242424,2945.878787878788,3023.5151515151515,3200.0,4032.0,3104.0
21.0,32.0,1.0,440.5450769230769,2.432153846153846,39.305692307692304,62.18492307692308,1903.3846153846155,2209.523076923077,2631.9076923076923,3242.507692307692,3522.4615384615386,3638.646153846154,3783.3846153846152,3950.8,4097.969230769231,4224.0,5481.3538461538465,4224.0
21.0,32.0,5.0,440.5450769230769,2.432153846153846,39.305692307692304,62.18492307692308,1496.7384615384615,1662.3846153846155,1829.8,1995.123076923077,2299.5692307692307,2753.476923076923,2945.476923076923,3025.5538461538463,3122.2153846153847,3200.0,4006.4,3118.769230769231
21.0,33.0,1.0,436.1737037037037,2.326111111111111,36.46074074074074,63.20049382716049,1930.3703703703704,2153.395061728395,2555.8395061728397,3160.938271604938,3461.135802469136,3570.962962962963,3725.8271604938273,3870.1975308641977,4031.2098765432097,3968.0,5397.333333333333,4154.469135802469
21.0,33.0,5.0,436.1737037037037,2.326111111111111,36.46074074074074,63.20049382716049,1521.283950617284,1695.037037037037,1914.7654320987654,2027.530864197531,2402.3703703703704,3043.1604938271603,3228.0493827160494,3333.135802469136,3423.604938271605,3456.0,4136.2962962962965,3165.6296296296296
21.0,34.0,1.0,429.9390909090909,2.552840909090909,37.234545454545454,63.42113636363637,1997.8181818181818,2240.818181818182,2670.590909090909,3293.7954545454545,3601.4545454545455,3685.818181818182,3851.6363636363635,3978.659090909091,4113.454545454545,4224.0,5504.0,4369.454545454545
21.0,34.0,5.0,429.9390909090909,2.552840909090909,37.234545454545454,63.42113636363637,1519.2727272727273,1692.0454545454545,1920.909090909091,1980.6818181818182,2449.4545454545455,3368.7272727272725,3629.090909090909,3738.5454545454545,3787.6363636363635,3968.0,4110.545454545455,3086.5454545454545
21.0,35.0,1.0,428.60999999999996,2.875,35.65,63.983333333333334,2000.0,2500.6666666666665,2990.266666666667,3681.5333333333333,4032.0,4136.533333333334,4305.066666666667,4502.533333333334,4565.333333333333,4224.0,5851.733333333334,4689.066666666667
21.0,35.0,5.0,428.60999999999996,2.875,35.65,63.983333333333334,1437.3333333333333,1595.7333333333333,1876.5333333333333,1795.6,2421.3333333333335,3812.266666666667,4108.8,4313.8,4245.333333333333,4224.0,3950.9333333333334,2871.4666666666667
22.0,11.0,2.0,442.59,2.2713636363636365,43.79090909090909,63.10181818181818,1720.0,2004.5454545454545,2216.909090909091,2690.090909090909,2912.0,3008.0,3136.0,3347.090909090909,3392.0,3264.0,4904.727272727273,3904.0
22.0,11.0,3.0,442.59,2.2713636363636365,43.79090909090909,63.10181818181818,1770.1818181818182,1981.909090909091,2181.3636363636365,2524.0,2752.0,2784.0,2976.0,3077.3636363636365,3168.0,3136.0,4648.727272727273,3776.0
22.0,11.0,4.0,442.59,2.2713636363636365,43.79090909090909,63.10181818181818,1680.0,1914.090909090909,2072.090909090909,2351.4545454545455,2624.0,2775.2727272727275,3008.0,3011.181818181818,3136.0,3200.0,4480.0,3520.0
22.0,12.0,2.0,442.67205128205126,2.3235897435897437,42.57128205128205,62.79153846153846,1739.6923076923076,1979.5128205128206,2213.8205128205127,2683.5641025641025,2862.769230769231,3008.0,3136.0,3344.0,3421.5384615384614,3392.0,4800.0,3776.0
22.0,12.0,3.0,442.67205128205126,2.3235897435897437,42.57128205128205,62.79153846153846,1776.0,1981.5641025641025,2168.897435897436,2546.25641025641,2752.0,2798.769230769231,2941.5384615384614,3075.230769230769,3182.769230769231,3264.0,4672.0,3677.5384615384614
22.0,12.0,4.0,442.67205128205126,2.3235897435897437,42.57128205128205,62.79153846153846,1697.2307692307693,1872.2051282051282,2043.2051282051282,2336.7948717948716,2555.076923076923,2752.0,2880.0,2957.230769230769,3076.923076923077,3200.0,4361.846153846154,3431.3846153846152
22.0,13.0,2.0,442.86803278688524,2.6287704918032784,40.05213114754098,62.98016393442623,1734.4262295081967,1953.4918032786886,2183.3934426229507,2657.9180327868853,2856.3934426229507,2919.8688524590166,3112.9180327868853,3285.27868852459,3392.0,3392.0,4818.88524590164,3776.0
22.0,13.0,3.0,442.86803278688524,2.6287704918032784,40.05213114754098,62.98016393442623,1766.032786885246,1957.295081967213,2133.5409836065573,2513.44262295082,2682.754098360656,2765.1147540983607,2902.55737704918,3023.245901639344,3112.3934426229507,3136.0,4606.950819672131,3648.0
22.0,13.0,4.0,442.86803278688524,2.6287704918032784,40.05213114754098,62.98016393442623,1633.311475409836,1795.5901639344263,1945.983606557377,2224.245901639344,2395.27868852459,2586.2295081967213,2686.9508196721313,2748.8852459016393,2903.0819672131147,2944.0,3968.0,3163.27868852459
22.0,14.0,2.0,441.9974603174603,2.550873015873016,39.3315873015873,62.885238095238094,1730.920634920635,1967.7460317460318,2210.0476190476193,2688.7936507936506,2897.777777777778,3008.0,3136.0,3327.5873015873017,3392.0,3392.0,4887.3650793650795,3776.0
22.0,14.0,3.0,441.9974603174603,2.550873015873016,39.3315873015873,62.885238095238094,1771.4285714285713,1971.2222222222222,2160.222222222222,2540.6984126984125,2752.0,2792.126984126984,2912.0,3042.4761904761904,3168.0,3136.0,4688.253968253968,3710.9841269841268
22.0,14.0,4.0,441.9974603174603,2.550873015873016,39.3315873015873,62.885238095238094,1601.2698412698412,1746.0,1895.2380952380952,2148.3492063492063,2341.5873015873017,2500.063492063492,2609.777777777778,2612.0,2806.8571428571427,2688.0,3813.5873015873017,3085.2063492063494
22.0,15.0,2.0,439.86079365079365,2.605714285714286,38.60793650793651,62.29682539682539,1721.5238095238096,1951.873015873016,2194.2063492063494,2685.6507936507937,2897.777777777778,3008.0,3136.0,3339.063492063492,3416.3809523809523,3392.0,4928.0,3776.0
22.0,15.0,3.0,439.86079365079365,2.605714285714286,38.60793650793651,62.29682539682539,1757.7142857142858,1970.968253968254,2154.6666666666665,2548.0,2752.0,2775.873015873016,2933.3333333333335,3056.9206349206347,3183.2380952380954,3136.0,4684.190476190476,3755.6825396825398
22.0,15.0,4.0,439.86079365079365,2.605714285714286,38.60793650793651,62.29682539682539,1535.2380952380952,1660.1904761904761,1783.7142857142858,1997.7936507936508,2162.7936507936506,2311.1111111111113,2439.1111111111113,2390.4761904761904,2591.4920634920636,2688.0,3378.7936507936506,2739.809523809524
22.0,16.0,2.0,436.20000000000005,2.659402985074627,37.62238805970149,60.97194029850746,1725.7313432835822,1945.1194029850747,2182.3880597014927,2696.268656716418,2897.6716417910447,2979.3432835820895,3166.5671641791046,3348.0298507462685,3453.134328358209,3392.0,4958.567164179104,3806.5671641791046
22.0,16.0,3.0,436.20000000000005,2.659402985074627,37.62238805970149,60.97194029850746,1758.3283582089553,1959.1641791044776,2147.10447761194,2539.5522388059703,2738.626865671642,2791.6417910447763,2955.9402985074626,3052.4328358208954,3178.507462686567,3136.0,4731.223880597015,3737.791044776119
22.0,16.0,4.0,436.20000000000005,2.659402985074627,37.62238805970149,60.97194029850746,1518.5671641791046,1557.6119402985075,1664.4925373134329,1845.1791044776119,2003.1044776119404,2112.0,2249.5522388059703,2165.6567164179105,2379.4626865671644,2432.0,3177.0746268656717,2457.791044776119
22.0,17.0,2.0,431.82194029850746,2.8070895522388057,36.60597014925373,61.65014925373135,1762.7462686567164,1980.402985074627,2227.2985074626868,2743.597014925373,2953.0746268656717,3078.686567164179,3223.8805970149256,3406.3432835820895,3520.0,3520.0,5027.3432835820895,3934.5671641791046
22.0,17.0,3.0,431.82194029850746,2.8070895522388057,36.60597014925373,61.65014925373135,1801.7910447761194,1994.865671641791,2195.402985074627,2594.7462686567164,2767.283582089552,2851.820895522388,3001.791044776119,3112.626865671642,3227.223880597015,3264.0,4840.119402985075,3840.955223880597
22.0,17.0,4.0,431.82194029850746,2.8070895522388057,36.60597014925373,61.65014925373135,1524.7761194029852,1597.5223880597016,1694.0,1854.5223880597016,1995.4626865671642,2113.910447761194,2211.3432835820895,2211.9701492537315,2320.2388059701493,2432.0,3043.3432835820895,2394.7462686567164
22.0,18.0,2.0,428.71866666666665,2.8455,34.49633333333334,65.22166666666666,1816.5333333333333,2188.3,2483.266666666667,3100.733333333333,3366.4,3447.4666666666667,3652.266666666667,3868.6666666666665,3972.266666666667,3904.0,5303.466666666666,4253.866666666667
22.0,18.0,3.0,428.71866666666665,2.8455,34.49633333333334,65.22166666666666,1848.5333333333333,2195.3333333333335,2444.8,2915.4333333333334,3178.6666666666665,3244.8,3402.6666666666665,3531.2,3633.0666666666666,3648.0,5124.266666666666,4151.466666666666
22.0,18.0,4.0,428.71866666666665,2.8455,34.49633333333334,65.22166666666666,1530.6666666666667,1655.2,1767.7,1939.7666666666667,2099.2,2244.266666666667,2325.3333333333335,2331.766666666667,2453.3333333333335,2432.0,3123.2,2402.133333333333
22.0,28.0,1.0,442.59,2.2713636363636365,43.79090909090909,63.10181818181818,1877.090909090909,2225.3636363636365,2625.909090909091,3238.818181818182,3476.3636363636365,3592.7272727272725,3668.3636363636365,3901.909090909091,3968.0,3712.0,5416.727272727273,4224.0
22.0,28.0,5.0,442.59,2.2713636363636365,43.79090909090909,63.10181818181818,1493.090909090909,1707.6363636363637,1905.2727272727273,2038.4545454545455,2336.0,2836.3636363636365,2976.0,2976.818181818182,3136.0,3200.0,4032.0,3168.0
22.0,29.0,1.0,442.67205128205126,2.3235897435897437,42.57128205128205,62.79153846153846,1920.6153846153845,2237.025641025641,2631.8205128205127,3249.6666666666665,3537.230769230769,3630.769230769231,3778.4615384615386,3931.5641025641025,4046.769230769231,3968.0,5479.384615384615,4224.0
22.0,29.0,5.0,442.67205128205126,2.3235897435897437,42.57128205128205,62.79153846153846,1503.3846153846155,1688.025641025641,1857.051282051282,2033.179487179487,2301.5384615384614,2749.5384615384614,2921.846153846154,3003.769230769231,3126.153846153846,3200.0,4032.0,3104.0
22.0,30.0,1.0,442.86803278688524,2.6287704918032784,40.05213114754098,62.98016393442623,1910.4262295081967,2185.344262295082,2595.8032786885246,3193.2622950819673,3460.72131147541,3565.6393442622953,3686.2950819672133,3859.901639344262,4001.5737704918033,3968.0,5452.5901639344265,4224.0
22.0,30.0,5.0,442.86803278688524,2.6287704918032784,40.05213114754098,62.98016393442623,1507.5409836065573,1664.983606557377,1828.2131147540983,2002.4754098360656,2280.3934426229507,2718.9508196721313,2904.655737704918,2969.4918032786886,3087.7377049180327,3200.0,4050.8852459016393,3081.967213114754
22.0,31.0,1.0,441.9974603174603,2.550873015873016,39.3315873015873,62.885238095238094,1940.1904761904761,2270.9206349206347,2696.8888888888887,3329.4285714285716,3612.9523809523807,3731.809523809524,3868.9523809523807,4031.7936507936506,4175.238095238095,4224.0,5549.714285714285,4224.0
22.0,31.0,5.0,441.9974603174603,2.550873015873016,39.3315873015873,62.885238095238094,1507.4285714285713,1683.142857142857,1844.095238095238,2009.6825396825398,2272.0,2699.6825396825398,2861.2063492063494,2945.15873015873,3024.253968253968,2944.0,4042.15873015873,3126.3492063492063
22.0,32.0,1.0,439.86079365079365,2.605714285714286,38.60793650793651,62.29682539682539,1934.3492063492063,2248.904761904762,2670.936507936508,3275.4761904761904,3584.5079365079364,3695.2380952380954,3848.6349206349205,3984.809523809524,4114.285714285715,4224.0,5568.0,4224.0
22.0,32.0,5.0,439.86079365079365,2.605714285714286,38.60793650793651,62.29682539682539,1512.0,1668.6507936507937,1831.079365079365,2002.984126984127,2285.2063492063494,2710.8571428571427,2892.6984126984125,2966.4126984126983,3097.3968253968255,3200.0,4044.190476190476,3123.3015873015875
22.0,33.0,1.0,436.20000000000005,2.659402985074627,37.62238805970149,60.97194029850746,1912.7164179104477,2227.955223880597,2653.3283582089553,3253.0,3556.776119402985,3682.865671641791,3818.507462686567,3969.955223880597,4174.328358208955,4224.0,5506.865671641791,4224.0
22.0,33.0,5.0,436.20000000000005,2.659402985074627,37.62238805970149,60.97194029850746,1511.7611940298507,1646.2388059701493,1823.4776119402984,1972.7910447761194,2260.5373134328356,2743.8805970149256,2935.8805970149256,2996.955223880597,3105.4328358208954,3200.0,4032.0,3091.582089552239
22.0,34.0,1.0,431.82194029850746,2.8070895522388057,36.60597014925373,61.65014925373135,1927.7611940298507,2214.582089552239,2644.6567164179105,3261.089552238806,3543.402985074627,3639.8805970149256,3800.3582089552237,3960.4477611940297,4040.597014925373,4224.0,5546.985074626866,4224.0
22.0,34.0,5.0,431.82194029850746,2.8070895522388057,36.60597014925373,61.65014925373135,1523.9402985074628,1678.9253731343283,1862.1641791044776,2010.8358208955224,2298.7462686567164,2850.865671641791,2992.2388059701493,3088.5671641791046,3191.402985074627,3200.0,4114.149253731343,3142.208955223881
22.0,35.0,1.0,428.71866666666665,2.8455,34.49633333333334,65.22166666666666,1960.5333333333333,2213.1666666666665,2640.0333333333333,3277.7,3639.4666666666667,3716.266666666667,3857.0666666666666,3975.9333333333334,4164.266666666666,4224.0,5589.333333333333,4292.266666666666
22.0,35.0,5.0,428.71866666666665,2.8455,34.49633333333334,65.22166666666666,1492.2666666666667,1698.9,1935.3666666666666,2025.4333333333334,2438.4,3313.0666666666666,3558.4,3638.4333333333334,3780.266666666667,3968.0,4053.3333333333335,3084.8
23.0,9.0,2.0,443.1575,2.4215625,44.14375,63.57,1713.0,1976.625,2200.125,2666.875,2848.0,3008.0,3136.0,3319.0625,3392.0,3264.0,4928.0,3776.0
23.0,9.0,3.0,443.1575,2.4215625,44.14375,63.57,1762.0,1942.375,2146.9375,2495.125,2680.0,2812.0,2940.0,3014.875,3168.0,3136.0,4672.0,3704.0
23.0,9.0,4.0,443.1575,2.4215625,44.14375,63.57,1648.0,1867.5,2069.0,2356.0625,2624.0,2752.0,2936.0,3021.1875,3192.0,3200.0,4480.0,3648.0
23.0,10.0,2.0,442.8333333333333,2.3965555555555556,42.83155555555556,63.099111111111114,1734.2222222222222,1979.8666666666666,2200.2444444444445,2655.1555555555556,2862.222222222222,2934.0444444444443,3084.8,3288.1111111111113,3383.4666666666667,3392.0,4800.0,3776.0
23.0,10.0,3.0,442.8333333333333,2.3965555555555556,42.83155555555556,63.099111111111114,1768.888888888889,1959.4666666666667,2140.4666666666667,2504.511111111111,2678.0444444444443,2781.1555555555556,2889.2444444444445,2998.0,3113.9555555555557,3136.0,4637.866666666667,3702.0444444444443
23.0,10.0,4.0,442.8333333333333,2.3965555555555556,42.83155555555556,63.099111111111114,1675.7333333333333,1873.1555555555556,2055.733333333333,2336.6,2589.866666666667,2780.4444444444443,2934.0444444444443,2987.266666666667,3138.8444444444444,3200.0,4480.0,3588.266666666667
23.0,11.0,2.0,442.5664516129032,2.3885483870967743,41.465161290322584,63.17725806451613,1744.258064516129,1969.2903225806451,2197.0806451612902,2651.0967741935483,2856.2580645161293,2910.967741935484,3098.8387096774195,3265.5806451612902,3375.483870967742,3392.0,4800.0,3792.516129032258
23.0,11.0,3.0,442.5664516129032,2.3885483870967743,41.465161290322584,63.17725806451613,1776.0,1965.5,2144.5,2509.2419354838707,2659.0967741935483,2728.2580645161293,2899.6129032258063,2989.0806451612902,3109.1612903225805,3136.0,4616.258064516129,3697.548387096774
23.0,11.0,4.0,442.5664516129032,2.3885483870967743,41.465161290322584,63.17725806451613,1704.258064516129,1873.3870967741937,2060.1290322580644,2361.3870967741937,2613.6774193548385,2768.516129032258,2896.516129032258,2988.983870967742,3152.516129032258,3200.0,4480.0,3561.2903225806454
23.0,12.0,2.0,442.955,2.5061290322580643,40.54080645161291,63.06338709677419,1732.6451612903227,1960.1935483870968,2196.8870967741937,2670.951612903226,2848.0,2952.2580645161293,3117.4193548387098,3287.8870967741937,3373.4193548387098,3392.0,4839.225806451613,3776.0
23.0,12.0,3.0,442.955,2.5061290322580643,40.54080645161291,63.06338709677419,1776.0,1960.3709677419354,2151.516129032258,2518.4193548387098,2708.6451612903224,2762.3225806451615,2892.3870967741937,3017.7258064516127,3128.7741935483873,3136.0,4672.0,3648.0
23.0,12.0,4.0,442.955,2.5061290322580643,40.54080645161291,63.06338709677419,1694.4516129032259,1878.516129032258,2066.1451612903224,2368.032258064516,2624.0,2766.451612903226,2927.483870967742,2995.7096774193546,3136.0,3200.0,4480.0,3538.5806451612902
23.0,13.0,2.0,442.9509836065574,2.755901639344262,38.47262295081967,62.47409836065574,1736.5245901639344,1948.016393442623,2174.1967213114754,2648.590163934426,2834.3606557377047,2898.8852459016393,3068.8524590163934,3249.590163934426,3358.4262295081967,3392.0,4913.311475409836,3776.0
23.0,13.0,3.0,442.9509836065574,2.755901639344262,38.47262295081967,62.47409836065574,1776.0,1960.4262295081967,2140.8852459016393,2518.032786885246,2691.1475409836066,2768.2622950819673,2891.0163934426228,2998.1639344262294,3121.8360655737706,3136.0,4697.180327868852,3755.0163934426228
23.0,13.0,4.0,442.9509836065574,2.755901639344262,38.47262295081967,62.47409836065574,1709.377049180328,1880.4754098360656,2074.344262295082,2378.44262295082,2624.0,2752.0,2928.2622950819673,3010.098360655738,3136.0,3200.0,4568.131147540984,3603.934426229508
23.0,14.0,2.0,441.8604838709677,2.7020967741935484,38.75258064516129,61.671290322580646,1747.8709677419354,1981.2096774193549,2217.016129032258,2713.435483870968,2890.3225806451615,3008.0,3136.0,3326.3548387096776,3392.0,3392.0,4928.0,3835.8709677419356
23.0,14.0,3.0,441.8604838709677,2.7020967741935484,38.75258064516129,61.671290322580646,1780.6451612903227,1989.5645161290322,2174.7419354838707,2568.983870967742,2752.0,2812.9032258064517,2926.451612903226,3046.6290322580644,3170.064516129032,3136.0,4781.419354838709,3776.0
23.0,14.0,4.0,441.8604838709677,2.7020967741935484,38.75258064516129,61.671290322580646,1719.225806451613,1906.1774193548388,2108.1612903225805,2411.048387096774,2630.1935483870966,2855.2258064516127,2997.6774193548385,3050.3225806451615,3175.2258064516127,3200.0,4649.290322580645,3648.0
23.0,15.0,2.0,440.55301587301585,2.6226984126984125,39.27444444444444,61.855396825396824,1737.2698412698412,1976.6507936507937,2229.9841269841268,2723.5555555555557,2915.0476190476193,3008.0,3136.0,3378.4761904761904,3430.6031746031745,3520.0,4936.126984126984,3784.126984126984
23.0,15.0,3.0,440.55301587301585,2.6226984126984125,39.27444444444444,61.855396825396824,1776.0,1986.015873015873,2185.6507936507937,2563.5714285714284,2752.0,2820.5714285714284,2966.8571428571427,3081.190476190476,3181.2063492063494,3264.0,4745.142857142857,3776.0
23.0,15.0,4.0,440.55301587301585,2.6226984126984125,39.27444444444444,61.855396825396824,1689.6507936507937,1903.6666666666667,2091.2698412698414,2394.5079365079364,2632.126984126984,2800.7619047619046,2961.2698412698414,3018.4920634920636,3146.15873015873,3200.0,4536.888888888889,3597.2063492063494
23.0,16.0,2.0,437.5791935483871,2.710322580645161,37.700967741935486,61.82806451612903,1715.8709677419354,1968.1935483870968,2210.435483870968,2735.1290322580644,2924.3870967741937,3008.0,3160.7741935483873,3391.5,3513.8064516129034,3520.0,4989.935483870968,3821.4193548387098
23.0,16.0,3.0,437.5791935483871,2.710322580645161,37.700967741935486,61.82806451612903,1767.741935483871,1986.3548387096773,2184.7096774193546,2582.3709677419356,2758.1935483870966,2833.548387096774,2970.8387096774195,3091.064516129032,3191.7419354838707,3264.0,4800.0,3776.0
23.0,16.0,4.0,437.5791935483871,2.710322580645161,37.700967741935486,61.82806451612903,1664.0,1867.6612903225807,2058.2903225806454,2357.5967741935483,2582.7096774193546,2752.0,2919.2258064516127,2965.0,3119.483870967742,3200.0,4480.0,3524.1290322580644
23.0,17.0,2.0,433.65015625,2.779921875,36.204375,63.3040625,1712.0,1967.859375,2203.796875,2697.609375,2909.0,3008.0,3136.0,3359.21875,3452.0,3520.0,4946.0,3822.0
23.0,17.0,3.0,433.65015625,2.779921875,36.204375,63.3040625,1755.5,1980.0,2179.25,2565.5,2752.0,2836.0,2966.0,3081.625,3201.0,3264.0,4800.0,3776.0
