row,column,scene,elevation,som,moisture,temp,B01,B02,B03,B04,B05,B06,B07,B08,B8A,B09,B11,B12
23.0,92.0,1.0,440.62,2.385,42.03,64.155,1880.0,2199.0,2594.0,3209.0,3424.0,3552.0,3680.0,3878.0,3968.0,4224.0,5440.0,4224.0
23.0,96.0,1.0,438.584,2.7190000000000003,35.474000000000004,57.098,1896.0,2123.0,2567.0,3125.0,3424.0,3552.0,3680.0,3868.0,3968.0,3968.0,5440.0,4224.0
23.0,97.0,1.0,437.04333333333335,2.358888888888889,37.43,61.553333333333335,1912.0,2038.0,2418.0,2972.0,3360.0,3424.0,3616.0,3675.0,3968.0,3968.0,5312.0,4224.0
23.0,106.0,1.0,429.625,2.875,35.75,62.58,1992.0,2400.0,2880.0,3593.0,3872.0,3936.0,4128.0,4362.0,4480.0,4224.0,5824.0,4736.0
23.0,107.0,1.0,429.1325,2.875,35.75,62.8525,2000.0,2592.0,3042.0,3790.0,4160.0,4256.0,4416.0,4615.0,4736.0,4224.0,5920.0,4800.0
24.0,88.0,1.0,442.15000000000003,2.2716666666666665,39.699999999999996,64.27,1880.0,2164.0,2597.0,3144.0,3488.0,3616.0,3744.0,3869.0,3968.0,3968.0,5440.0,4224.0
24.0,89.0,1.0,441.73199999999997,2.287,40.862,64.396,1896.0,2146.0,2597.0,3186.0,3488.0,3616.0,3744.0,3883.0,3968.0,4224.0,5440.0,4224.0
24.0,90.0,1.0,441.6,2.355,41.58,63.98,1896.0,2184.0,2610.0,3217.0,3488.0,3616.0,3744.0,3892.0,3968.0,4224.0,5440.0,4224.0
24.0,94.0,1.0,439.96,2.57625,38.1175,56.8075,1912.0,2220.0,2629.0,3248.0,3552.0,3680.0,3808.0,3984.0,4224.0,4224.0,5440.0,4224.0
24.0,95.0,1.0,439.36800000000005,2.601,38.004000000000005,56.641999999999996,1928.0,2190.0,2630.0,3241.0,3488.0,3616.0,3744.0,3955.0,3968.0,3968.0,5440.0,4224.0
24.0,96.0,1.0,438.98,2.725,36.55,56.78,1928.0,2169.0,2585.0,3170.0,3488.0,3616.0,3744.0,3909.0,3968.0,3968.0,5440.0,4224.0
24.0,97.0,1.0,436.08599999999996,2.373,37.782,64.13199999999999,1944.0,2093.0,2453.0,3050.0,3360.0,3488.0,3616.0,3742.0,3968.0,3968.0,5312.0,3968.0
24.0,108.0,1.0,428.48,2.875,35.75,63.565,2000.0,2505.0,2999.0,3680.0,4032.0,4128.0,4288.0,4512.0,4480.0,4224.0,5856.0,4672.0
25.0,86.0,1.0,442.42499999999995,2.3425000000000002,41.555,64.2075,1880.0,2172.0,2567.0,3161.0,3488.0,3552.0,3744.0,3861.0,3968.0,3968.0,5312.0,4224.0
25.0,87.0,1.0,442.26000000000005,2.337,40.589999999999996,64.166,1880.0,2189.0,2608.0,3173.0,3488.0,3616.0,3744.0,3902.0,3968.0,3968.0,5440.0,4224.0
25.0,88.0,1.0,442.26,2.235,38.63,64.55,1880.0,2214.0,2639.0,3245.0,3488.0,3616.0,3744.0,3938.0,3968.0,3968.0,5440.0,4224.0
25.0,91.0,1.0,441.27,2.4,39.08,59.43,1912.0,2270.0,2717.0,3315.0,3552.0,3680.0,3808.0,4038.0,4224.0,4224.0,5440.0,4224.0
25.0,92.0,1.0,441.006,2.4509999999999996,37.56,58.672000000000004,1912.0,2237.0,2637.0,3271.0,3552.0,3680.0,3808.0,4046.0,4224.0,4224.0,5440.0,4224.0
25.0,93.0,1.0,440.554,2.447,39.132,57.572,1912.0,2233.0,2701.0,3350.0,3552.0,3680.0,3808.0,4040.0,4224.0,4224.0,5440.0,4224.0
25.0,97.0,1.0,435.65142857142854,2.2464285714285714,34.325714285714284,64.85571428571428,1944.0,2143.0,2526.0,3120.0,3360.0,3488.0,3616.0,3849.0,3968.0,3968.0,5312.0,3968.0
25.0,98.0,1.0,435.10600000000005,2.0425,33.95,68.369,1944.0,2110.0,2480.0,3100.0,3360.0,3488.0,3616.0,3771.0,3968.0,3968.0,5312.0,3968.0
25.0,106.0,1.0,428.39750000000004,2.62,40.4325,64.985,2024.0,2335.0,2741.0,3429.0,3808.0,3808.0,4000.0,4125.0,4224.0,4224.0,5696.0,4480.0
25.0,109.0,1.0,427.82,2.875,35.75,64.03,2000.0,2528.0,3034.0,3665.0,3776.0,3872.0,4032.0,4468.0,4224.0,4224.0,5792.0,4672.0
26.0,83.0,1.0,442.91,2.495,43.6,63.63,1880.0,2171.0,2577.0,3135.0,3488.0,3552.0,3680.0,3853.0,3968.0,3968.0,5440.0,4224.0
26.0,84.0,1.0,442.718,2.434,42.306,63.786,1880.0,2171.0,2575.0,3149.0,3488.0,3552.0,3680.0,3842.0,3968.0,3968.0,5440.0,4224.0
26.0,85.0,1.0,442.59,2.3925,41.54,64.21,1896.0,2212.0,2610.0,3192.0,3552.0,3616.0,3808.0,3909.0,3968.0,3968.0,5440.0,4224.0
26.0,89.0,1.0,441.6,2.3525,38.0,59.849999999999994,1912.0,2195.0,2625.0,3244.0,3616.0,3744.0,3872.0,3923.0,4224.0,4224.0,5568.0,4224.0
26.0,90.0,1.0,441.534,2.3600000000000003,38.962,59.85,1912.0,2225.0,2696.0,3327.0,3616.0,3744.0,3872.0,4013.0,4224.0,4224.0,5568.0,4224.0
26.0,91.0,1.0,441.27,2.4283333333333332,39.440000000000005,59.47,1928.0,2261.0,2711.0,3303.0,3552.0,3680.0,3808.0,4053.0,3968.0,4224.0,5568.0,4224.0
26.0,95.0,1.0,437.11999999999995,2.3699999999999997,37.78333333333334,65.62666666666667,1928.0,2196.0,2639.0,3253.0,3616.0,3680.0,3872.0,3972.0,4224.0,3968.0,5568.0,4224.0
26.0,96.0,1.0,436.515,2.39,36.8,65.735,1928.0,2224.0,2639.0,3254.0,3616.0,3680.0,3872.0,3984.0,4224.0,3968.0,5568.0,4224.0
26.0,97.0,1.0,435.91333333333336,2.5883333333333334,36.46666666666667,66.10000000000001,1928.0,2197.0,2579.0,3209.0,3552.0,3680.0,3872.0,3959.0,4224.0,3968.0,5440.0,4224.0
26.0,98.0,1.0,434.98499999999996,2.115,34.35166666666667,64.29333333333334,1928.0,2213.0,2662.0,3268.0,3552.0,3680.0,3872.0,4001.0,4224.0,3968.0,5440.0,4224.0
26.0,103.0,1.0,430.45,2.19,34.1,62.88,1992.0,2296.0,2749.0,3345.0,3552.0,3616.0,3808.0,4095.0,3968.0,4224.0,5440.0,4224.0
26.0,104.0,1.0,430.01,2.3216666666666668,36.125,63.41833333333333,1992.0,2284.0,2724.0,3372.0,3552.0,3616.0,3808.0,4050.0,3968.0,4224.0,5440.0,4224.0
26.0,105.0,1.0,429.18666666666667,2.4925,37.045,63.35166666666667,2008.0,2156.0,2612.0,3231.0,3616.0,3680.0,3872.0,3921.0,4224.0,4224.0,5568.0,4480.0
26.0,106.0,1.0,428.81,2.57,38.55,62.88,2008.0,2309.0,2671.0,3392.0,3616.0,3680.0,3872.0,3985.0,4224.0,4224.0,5568.0,4480.0
27.0,81.0,1.0,442.91,2.4625,43.68,63.205,1864.0,2158.0,2543.0,3107.0,3424.0,3552.0,3680.0,3756.0,3968.0,3712.0,5312.0,4224.0
27.0,82.0,1.0,442.91,2.446,42.218,63.577999999999996,1864.0,2155.0,2575.0,3116.0,3424.0,3552.0,3680.0,3800.0,3968.0,3712.0,5312.0,4224.0
27.0,83.0,1.0,442.91,2.4716666666666667,42.57,63.97666666666667,1880.0,2183.0,2568.0,3178.0,3488.0,3552.0,3680.0,3848.0,3968.0,3968.0,5440.0,4224.0
27.0,87.0,1.0,442.03999999999996,2.5066666666666664,40.43,60.21,1912.0,2209.0,2680.0,3253.0,3616.0,3744.0,3808.0,3961.0,3968.0,3968.0,5440.0,4224.0
27.0,88.0,1.0,441.93,2.59,38.9625,59.935,1912.0,2232.0,2669.0,3293.0,3616.0,3744.0,3808.0,3962.0,3968.0,3968.0,5440.0,4224.0
27.0,89.0,1.0,441.93,2.4683333333333333,38.99666666666666,59.93,1912.0,2241.0,2653.0,3326.0,3616.0,3744.0,3872.0,4038.0,4224.0,4224.0,5568.0,4224.0
27.0,93.0,1.0,438.73249999999996,2.6237500000000002,37.2125,65.7575,1928.0,2215.0,2634.0,3234.0,3552.0,3680.0,3872.0,3960.0,4224.0,4224.0,5568.0,4224.0
27.0,94.0,1.0,438.155,2.5125,36.5725,65.9825,1928.0,2293.0,2746.0,3355.0,3552.0,3680.0,3872.0,4112.0,4224.0,4224.0,5568.0,4224.0
27.0,95.0,1.0,437.66,2.2975000000000003,38.285,65.93,1928.0,2304.0,2729.0,3379.0,3616.0,3680.0,3872.0,4090.0,4224.0,3968.0,5568.0,4224.0
27.0,98.0,1.0,434.38,2.2075,36.06,64.36500000000001,1928.0,2257.0,2699.0,3319.0,3552.0,3680.0,3872.0,4070.0,4224.0,3968.0,5440.0,4224.0
27.0,99.0,1.0,434.83181818181816,2.3354545454545454,37.47,61.17090909090909,1944.0,2244.0,2663.0,3324.0,3552.0,3680.0,3808.0,4007.0,3968.0,3968.0,5440.0,4224.0
27.0,100.0,1.0,433.28999999999996,2.225,39.61,63.953333333333326,1944.0,2193.0,2511.0,3106.0,3552.0,3680.0,3808.0,3804.0,3968.0,3968.0,5440.0,4224.0
27.0,101.0,1.0,432.30333333333334,2.265,38.876666666666665,63.776666666666664,1976.0,2160.0,2547.0,3104.0,3488.0,3680.0,3744.0,3750.0,3968.0,4224.0,5312.0,4224.0
27.0,102.0,1.0,431.705,2.4925,39.42166666666667,63.37833333333333,1976.0,2206.0,2580.0,3173.0,3488.0,3680.0,3744.0,3886.0,3968.0,4224.0,5312.0,4224.0
27.0,103.0,1.0,430.90200000000004,2.35,36.702,63.61,1992.0,2236.0,2679.0,3269.0,3552.0,3616.0,3808.0,3953.0,3968.0,4224.0,5440.0,4224.0
27.0,105.0,1.0,429.198,2.8579999999999997,35.876,62.827999999999996,2008.0,2250.0,2655.0,3269.0,3616.0,3680.0,3872.0,3922.0,4224.0,4224.0,5568.0,4480.0
27.0,106.0,1.0,428.48,2.932,35.474000000000004,63.052,2008.0,2213.0,2711.0,3326.0,3616.0,3680.0,3872.0,3998.0,4224.0,4224.0,5568.0,4480.0
27.0,107.0,1.0,428.15,2.875,35.75,64.33,2000.0,2239.0,2717.0,3342.0,3776.0,3936.0,4160.0,4061.0,4480.0,4224.0,5664.0,4416.0
28.0,79.0,1.0,443.07500000000005,2.4575,43.975,62.95,1880.0,2143.0,2487.0,3024.0,3360.0,3488.0,3552.0,3711.0,3968.0,3968.0,5312.0,4224.0
28.0,80.0,1.0,442.91,2.529,43.839999999999996,62.982000000000006,1880.0,2128.0,2555.0,3073.0,3360.0,3488.0,3552.0,3710.0,3968.0,3968.0,5312.0,4224.0
28.0,81.0,1.0,442.91,2.52,42.96,63.33,1896.0,2136.0,2517.0,3066.0,3424.0,3488.0,3680.0,3749.0,3968.0,3968.0,5312.0,4224.0
28.0,85.0,1.0,442.26,2.5116666666666667,39.76,60.48,1928.0,2245.0,2686.0,3377.0,3616.0,3744.0,3872.0,4004.0,4224.0,4224.0,5568.0,4224.0
28.0,86.0,1.0,442.26000000000005,2.6149999999999998,39.282000000000004,60.498000000000005,1928.0,2251.0,2664.0,3278.0,3616.0,3744.0,3872.0,4030.0,4224.0,4224.0,5568.0,4224.0
28.0,87.0,1.0,442.26,2.71,39.885000000000005,60.165,1928.0,2205.0,2635.0,3280.0,3616.0,3744.0,3872.0,3986.0,4224.0,4224.0,5568.0,4224.0
28.0,91.0,1.0,439.79499999999996,2.5175,38.745,65.5075,1928.0,2279.0,2671.0,3324.0,3616.0,3680.0,3872.0,4013.0,3968.0,4224.0,5568.0,4224.0
28.0,92.0,1.0,439.172,2.5,39.686,65.616,1928.0,2221.0,2661.0,3264.0,3616.0,3680.0,3872.0,3957.0,3968.0,4224.0,5568.0,4224.0
28.0,93.0,1.0,438.98,2.65,37.75,65.65,1928.0,2247.0,2701.0,3271.0,3616.0,3744.0,3872.0,3993.0,4224.0,4224.0,5568.0,4224.0
28.0,97.0,1.0,437.662,2.5380000000000003,36.65,58.766,1912.0,2219.0,2643.0,3255.0,3488.0,3680.0,3808.0,3953.0,4224.0,4224.0,5568.0,4224.0
28.0,98.0,1.0,436.845,2.4341666666666666,36.63333333333333,58.223333333333336,1912.0,2255.0,2656.0,3243.0,3488.0,3680.0,3808.0,3994.0,4224.0,4224.0,5568.0,4224.0
28.0,100.0,1.0,432.84999999999997,2.46,39.89666666666667,63.56,1928.0,2172.0,2578.0,3163.0,3488.0,3552.0,3744.0,3855.0,3968.0,4224.0,5440.0,4224.0
28.0,101.0,1.0,432.57500000000005,2.4375,37.13,63.875,1928.0,2166.0,2543.0,3148.0,3488.0,3552.0,3744.0,3801.0,3968.0,4224.0,5440.0,4224.0
28.0,102.0,1.0,431.43,2.825,38.98,62.33,1928.0,2164.0,2575.0,3189.0,3488.0,3552.0,3744.0,3905.0,3968.0,4224.0,5440.0,4224.0
28.0,103.0,1.0,430.855,2.9325,38.475,62.3975,1944.0,2220.0,2628.0,3256.0,3552.0,3680.0,3808.0,3905.0,3968.0,4224.0,5568.0,4224.0
28.0,104.0,1.0,430.054,2.891,37.56,62.628,1944.0,2171.0,2616.0,3249.0,3552.0,3680.0,3808.0,3887.0,3968.0,4224.0,5568.0,4224.0
28.0,109.0,1.0,428.315,2.9,35.38,63.625,1968.0,2489.0,3036.0,3768.0,4032.0,4128.0,4160.0,4484.0,4480.0,4224.0,5792.0,4544.0
28.0,110.0,1.0,427.82,2.9,35.38,64.43,1968.0,2604.0,3139.0,3802.0,4032.0,4128.0,4160.0,4629.0,4480.0,4224.0,5792.0,4544.0
29.0,77.0,1.0,442.91,2.236666666666667,42.78666666666666,63.10999999999999,1880.0,2166.0,2538.0,3129.0,3360.0,3488.0,3616.0,3809.0,3968.0,3968.0,5440.0,4224.0
29.0,78.0,1.0,442.91,2.319,42.970000000000006,62.972,1880.0,2130.0,2509.0,3126.0,3360.0,3488.0,3616.0,3766.0,3968.0,3968.0,5440.0,4224.0
29.0,79.0,1.0,442.91,2.3449999999999998,43.7,63.155,1880.0,2147.0,2530.0,3094.0,3360.0,3488.0,3552.0,3736.0,3968.0,3968.0,5312.0,4224.0
29.0,83.0,1.0,442.83000000000004,2.6925,38.4825,60.9825,1912.0,2185.0,2578.0,3205.0,3552.0,3616.0,3808.0,3911.0,3968.0,4224.0,5440.0,4224.0
29.0,84.0,1.0,442.59,2.4579999999999997,39.384,60.8,1912.0,2241.0,2632.0,3279.0,3552.0,3616.0,3808.0,3980.0,3968.0,4224.0,5440.0,4224.0
29.0,85.0,1.0,442.59,2.445,39.3,60.65,1928.0,2268.0,2701.0,3331.0,3616.0,3744.0,3872.0,4057.0,4224.0,4224.0,5568.0,4224.0
29.0,89.0,1.0,440.812,2.605,38.606,65.402,1928.0,2297.0,2714.0,3368.0,3680.0,3744.0,3936.0,4090.0,4224.0,4224.0,5568.0,4224.0
29.0,90.0,1.0,440.422,2.431,39.28,65.548,1928.0,2311.0,2750.0,3339.0,3680.0,3744.0,3936.0,4095.0,4224.0,4224.0,5568.0,4224.0
29.0,94.0,1.0,438.98,2.46,38.98,59.1,1928.0,2243.0,2707.0,3322.0,3616.0,3744.0,3872.0,4006.0,4224.0,4224.0,5568.0,4224.0
29.0,95.0,1.0,438.5675,2.52125,38.894999999999996,59.045,1912.0,2281.0,2705.0,3303.0,3616.0,3744.0,3872.0,4010.0,4224.0,4224.0,5568.0,4224.0
29.0,96.0,1.0,438.254,2.596,37.632,58.922000000000004,1912.0,2266.0,2672.0,3293.0,3616.0,3744.0,3872.0,4015.0,4224.0,4224.0,5568.0,4224.0
29.0,100.0,1.0,432.905,2.8875,37.09,62.525,1928.0,2185.0,2591.0,3148.0,3488.0,3552.0,3744.0,3884.0,3968.0,4224.0,5440.0,4224.0
29.0,101.0,1.0,432.57500000000005,2.9074999999999998,35.685,62.557500000000005,1928.0,2192.0,2597.0,3216.0,3488.0,3552.0,3744.0,3898.0,3968.0,4224.0,5440.0,4224.0
29.0,102.0,1.0,431.8425,2.87,38.45,62.3025,1928.0,2250.0,2649.0,3272.0,3488.0,3552.0,3744.0,3988.0,3968.0,4224.0,5440.0,4224.0
29.0,106.0,1.0,430.61,2.86875,35.0175,61.0725,1960.0,2243.0,2698.0,3343.0,3616.0,3680.0,3808.0,4058.0,3968.0,4224.0,5568.0,4224.0
29.0,107.0,1.0,430.01,2.9,35.38,61.61333333333334,1968.0,2147.0,2556.0,3172.0,3520.0,3680.0,3776.0,3807.0,4224.0,4224.0,5536.0,4288.0
30.0,75.0,1.0,442.75,2.245,43.755,63.177499999999995,1912.0,2220.0,2633.0,3182.0,3488.0,3616.0,3744.0,3866.0,3968.0,3968.0,5440.0,4224.0
30.0,76.0,1.0,442.91,2.215,43.056,63.04600000000001,1912.0,2196.0,2599.0,3237.0,3488.0,3616.0,3744.0,3905.0,3968.0,3968.0,5440.0,4224.0
30.0,77.0,1.0,442.91,2.23,42.25,62.95,1912.0,2214.0,2614.0,3230.0,3552.0,3616.0,3744.0,3897.0,3968.0,3968.0,5440.0,4224.0
30.0,81.0,1.0,442.91,2.79,38.542,61.628,1928.0,2121.0,2532.0,3139.0,3424.0,3552.0,3680.0,3826.0,3968.0,3968.0,5440.0,4224.0
30.0,82.0,1.0,442.91,2.78625,38.45,61.5025,1928.0,2167.0,2556.0,3179.0,3424.0,3552.0,3680.0,3801.0,3968.0,3968.0,5440.0,4224.0
30.0,83.0,1.0,442.91,2.755,39.92,61.23,1944.0,2176.0,2602.0,3213.0,3552.0,3680.0,3808.0,3890.0,3968.0,4224.0,5568.0,4224.0
30.0,86.0,1.0,441.6,2.37,39.05,65.4,1944.0,2334.0,2797.0,3415.0,3680.0,3808.0,3936.0,4156.0,4224.0,4224.0,5568.0,4224.0
30.0,87.0,1.0,441.534,2.452,40.78,65.218,1944.0,2310.0,2772.0,3376.0,3680.0,3808.0,3936.0,4145.0,4224.0,4224.0,5568.0,4224.0
30.0,88.0,1.0,441.1875,2.645,38.8975,65.315,1944.0,2292.0,2749.0,3361.0,3680.0,3808.0,3936.0,4059.0,4224.0,4224.0,5568.0,4224.0
30.0,92.0,1.0,440.18,2.6816666666666666,37.876666666666665,59.77,1944.0,2239.0,2660.0,3251.0,3552.0,3680.0,3808.0,3932.0,3968.0,4224.0,5568.0,4224.0
30.0,93.0,1.0,439.79499999999996,2.4987500000000002,39.515,59.5075,1928.0,2218.0,2621.0,3214.0,3488.0,3680.0,3808.0,3931.0,3968.0,4224.0,5568.0,4224.0
30.0,94.0,1.0,439.22,2.51125,39.6175,59.115,1928.0,2212.0,2680.0,3261.0,3488.0,3680.0,3808.0,4002.0,3968.0,4224.0,5568.0,4224.0
30.0,98.0,1.0,434.71,2.51,39.425,61.864999999999995,1912.0,2180.0,2611.0,3234.0,3552.0,3680.0,3808.0,3956.0,4224.0,4224.0,5440.0,4224.0
30.0,99.0,1.0,433.992,2.756,37.204,62.186,1896.0,2172.0,2583.0,3159.0,3552.0,3616.0,3744.0,3832.0,3968.0,4224.0,5440.0,4224.0
30.0,100.0,1.0,433.28999999999996,2.908333333333333,36.38666666666666,62.22,1896.0,2205.0,2572.0,3134.0,3552.0,3616.0,3744.0,3856.0,3968.0,4224.0,5440.0,4224.0
30.0,104.0,1.0,432.57500000000005,2.87875,35.715,59.8775,1912.0,2258.0,2700.0,3346.0,3616.0,3680.0,3872.0,4044.0,4224.0,4224.0,5568.0,4224.0
30.0,105.0,1.0,431.76,2.9475000000000002,35.21666666666667,59.785,1944.0,2205.0,2671.0,3293.0,3552.0,3616.0,3808.0,4014.0,3968.0,4224.0,5568.0,4224.0
30.0,106.0,1.0,431.1,2.8025,33.364999999999995,60.15,1944.0,2239.0,2666.0,3308.0,3552.0,3616.0,3808.0,4025.0,3968.0,4224.0,5568.0,4224.0
31.0,73.0,1.0,442.59,2.341,42.836,63.114,1912.0,2235.0,2591.0,3200.0,3488.0,3616.0,3680.0,3844.0,3968.0,3968.0,5440.0,4224.0
31.0,74.0,1.0,442.83000000000004,2.27625,43.995,63.0475,1912.0,2244.0,2675.0,3256.0,3488.0,3616.0,3680.0,3922.0,3968.0,3968.0,5440.0,4224.0
31.0,78.0,1.0,442.91,2.7975000000000003,39.7,62.025,1912.0,2197.0,2609.0,3192.0,3552.0,3616.0,3744.0,3901.0,3968.0,3968.0,5440.0,4224.0
31.0,79.0,1.0,442.91,2.78125,37.85,62.045,1912.0,2212.0,2606.0,3242.0,3424.0,3552.0,3680.0,3894.0,3968.0,3968.0,5440.0,4224.0
31.0,80.0,1.0,442.91,2.699,38.924,61.846000000000004,1912.0,2194.0,2603.0,3173.0,3424.0,3552.0,3680.0,3851.0,3968.0,3968.0,5440.0,4224.0
31.0,84.0,1.0,441.93,2.4175,38.365,65.64,1944.0,2301.0,2713.0,3343.0,3552.0,3680.0,3808.0,4056.0,3968.0,4224.0,5568.0,4224.0
31.0,85.0,1.0,441.93,2.41125,39.9125,65.45750000000001,1944.0,2327.0,2765.0,3447.0,3680.0,3808.0,3936.0,4146.0,4224.0,4224.0,5568.0,4224.0
31.0,86.0,1.0,441.765,2.4525,40.0775,65.47749999999999,1944.0,2363.0,2768.0,3414.0,3680.0,3808.0,3936.0,4099.0,4224.0,4224.0,5568.0,4224.0
31.0,90.0,1.0,441.16,2.6666666666666665,37.516666666666666,60.73666666666667,1944.0,2269.0,2681.0,3287.0,3616.0,3744.0,3872.0,3985.0,4224.0,4224.0,5568.0,4224.0
31.0,91.0,1.0,440.812,2.666,38.08,60.403999999999996,1944.0,2254.0,2631.0,3235.0,3552.0,3680.0,3808.0,3912.0,3968.0,4224.0,5568.0,4224.0
31.0,92.0,1.0,440.45500000000004,2.75,37.349999999999994,60.129999999999995,1944.0,2213.0,2595.0,3217.0,3552.0,3680.0,3808.0,3885.0,3968.0,4224.0,5568.0,4224.0
31.0,96.0,1.0,436.46000000000004,2.705,39.236666666666665,62.026666666666664,1912.0,2262.0,2679.0,3294.0,3552.0,3680.0,3872.0,3975.0,4224.0,4224.0,5568.0,4224.0
31.0,97.0,1.0,435.696,2.598,39.32,61.855999999999995,1912.0,2243.0,2665.0,3308.0,3552.0,3680.0,3808.0,4001.0,4224.0,4224.0,5440.0,4224.0
31.0,98.0,1.0,435.04,2.6075,39.36,61.739999999999995,1912.0,2211.0,2684.0,3262.0,3552.0,3680.0,3808.0,3984.0,4224.0,4224.0,5440.0,4224.0
31.0,102.0,1.0,433.895,2.8049999999999997,36.5,60.2225,1912.0,2255.0,2755.0,3379.0,3616.0,3744.0,3872.0,4117.0,4224.0,4224.0,5568.0,4224.0
31.0,103.0,1.0,433.26800000000003,2.629,35.324,60.168000000000006,1912.0,2267.0,2701.0,3327.0,3616.0,3680.0,3872.0,4061.0,4224.0,4224.0,5568.0,4224.0
31.0,104.0,1.0,433.07,2.765,34.83,60.2,1912.0,2278.0,2662.0,3269.0,3616.0,3680.0,3872.0,3959.0,4224.0,4224.0,5568.0,4224.0
31.0,107.0,1.0,428.48,2.715,33.73,64.65,1968.0,2118.0,2533.0,3159.0,3520.0,3552.0,3648.0,3860.0,3968.0,4224.0,5472.0,4160.0
31.0,108.0,1.0,428.01800000000003,2.8579999999999997,34.928000000000004,65.50399999999999,1968.0,2120.0,2508.0,3152.0,3520.0,3552.0,3648.0,3804.0,3968.0,4224.0,5472.0,4160.0
31.0,109.0,1.0,427.49,2.9,35.38,66.565,1968.0,2157.0,2581.0,3216.0,3776.0,3872.0,4032.0,3915.0,4224.0,4224.0,5664.0,4416.0
32.0,70.0,1.0,442.59,2.33,43.08,62.93,1880.0,2249.0,2605.0,3182.0,3488.0,3616.0,3680.0,3864.0,3968.0,3712.0,5440.0,4224.0
32.0,71.0,1.0,442.59,2.374,43.366,63.132000000000005,1912.0,2225.0,2595.0,3194.0,3552.0,3616.0,3808.0,3880.0,3968.0,3968.0,5440.0,4224.0
32.0,72.0,1.0,442.59,2.2975,42.125,63.11,1912.0,2239.0,2608.0,3240.0,3552.0,3616.0,3808.0,3929.0,3968.0,3968.0,5440.0,4224.0
32.0,76.0,1.0,442.59,2.4325,40.3,62.065,1944.0,2248.0,2676.0,3307.0,3616.0,3680.0,3872.0,4011.0,4224.0,3968.0,5568.0,4224.0
32.0,77.0,1.0,442.782,2.605,39.85,62.178,1928.0,2265.0,2673.0,3341.0,3616.0,3680.0,3808.0,4040.0,4224.0,3968.0,5568.0,4224.0
32.0,78.0,1.0,442.91,2.7899999999999996,39.53666666666666,62.06,1928.0,2250.0,2715.0,3297.0,3616.0,3680.0,3808.0,4037.0,4224.0,3968.0,5568.0,4224.0
32.0,82.0,1.0,442.26,2.765,36.949999999999996,65.37666666666667,1928.0,2194.0,2619.0,3252.0,3552.0,3616.0,3744.0,3904.0,3968.0,3968.0,5568.0,4224.0
32.0,83.0,1.0,442.128,2.7809999999999997,37.903999999999996,65.462,1944.0,2279.0,2704.0,3365.0,3616.0,3744.0,3872.0,4063.0,4224.0,4224.0,5568.0,4224.0
32.0,84.0,1.0,441.93,2.5933333333333333,38.50666666666667,65.68666666666667,1944.0,2362.0,2797.0,3434.0,3616.0,3744.0,3872.0,4116.0,4224.0,4224.0,5568.0,4224.0
32.0,88.0,1.0,441.6,2.49875,40.3,61.0775,1960.0,2257.0,2674.0,3269.0,3552.0,3680.0,3808.0,3990.0,4224.0,4224.0,5568.0,4224.0
