,ann
B03_1,0.07393289091301555
B05_1,0.06945086894257926
B06_1,0.08448800025670017
B04_1,0.07067958071765437
B02_1,0.07765425585055383
B07_1,0.048402860812482795
B08_1,0.05784674832370131
B12_1,0.07168126728743154
B09_1,0.031129840527736402
B01_1,0.0
B11_1,0.0
B8A_1,0.0
